Crime Id,Original Crime Type Name,Report Date,Call Date,Offense Date,Call Time,Call Date Time,Disposition,Address,City,State,Agency Id,Address Type,Common Location
160920746,Traffic Stop,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,08:12,2016-04-01T08:12:00,HAN,Mission St/cesar Chavez St,San Francisco,CA,1,Intersection,
160931307,Drops//busn,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,11:02,2016-04-02T11:02:00,CAN,2600 Block Of Ocean Av,San Francisco,CA,1,Premise Address,
160942273,Person Break In Dv,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,15:15,2016-04-03T15:15:00,HAN,1300 Block Of 6th Av,San Francisco,CA,1,Premise Address,
160922904,Well Being Check,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,18:03,2016-04-01T18:03:00,HAN,Gough St/washington St,San Francisco,CA,1,Intersection,
160913898,601,2016-03-31T00:00:00,2016-03-31T00:00:00,2016-03-31T00:00:00,23:18,2016-03-31T23:18:00,GOA,500 Block Of Stevenson St,San Francisco,CA,1,Premise Address,
"160931433,Uwg,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,11:38,2016-04-02T11:38:00,GOA,900 Block Of Market St,San Francisco,CA,1,Common Location,""Carls Jr Hallidie Pz, Sf"""
160921695,Meet W/citizen,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,13:03,2016-04-01T13:03:00,HAN,Washington St/laguna St,San Francisco,CA,1,Intersection,
160943020,Muni Inspection,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,19:00,2016-04-03T19:00:00,Not recorded,18th St/mission St,San Francisco,CA,1,Intersection,
160933530,Traffic Stop,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,21:40,2016-04-02T21:40:00,CIT,Folsom St/1st St,San Francisco,CA,1,Intersection,
160930787,22500e,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,08:12,2016-04-02T08:12:00,CIT,900 Block Of Alabama St,San Francisco,CA,1,Premise Address,
160930875,Passing Call,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,08:47,2016-04-02T08:47:00,HAN,Washington Square Park,,CA,1,Geo-Override,
160923975,Passing Call,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,23:31,2016-04-01T23:31:00,HAN,100 Block Of West Portal Av,San Francisco,CA,1,Premise Address,
160922503,Suspicious Person,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,16:33,2016-04-01T16:33:00,ADV,4200 Block Of 17th St,San Francisco,CA,1,Premise Address,
160920413,Audible Alarm,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,05:13,2016-04-01T05:13:00,PAS,900 Block Of Kearny St,San Francisco,CA,1,Premise Address,
160931628,Arrest Made,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,12:32,2016-04-02T12:32:00,HAN,200 Block Of Golden Gate Av,San Francisco,CA,1,Premise Address,
160923861,Traffic Stop,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,22:52,2016-04-01T22:52:00,CIT,6th St/minna St,San Francisco,CA,1,Intersection,
160922484,Traffic Stop,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,16:30,2016-04-01T16:30:00,ADV,Valencia St/22nd St,San Francisco,CA,1,Intersection,
"160932982,Muni Inspection,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,18:50,2016-04-02T18:50:00,HAN,900 Block Of Market St,San Francisco,CA,1,Common Location,""Powell St Muni, Sf"""
160931310,Drops//busn,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,11:03,2016-04-02T11:03:00,REP,200 Block Of Parnassus Av,San Francisco,CA,1,Premise Address,
160943172,Homeless Complaint,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,19:53,2016-04-03T19:53:00,HAN,Sacramento St/van Ness Av,San Francisco,CA,1,Intersection,
160931547,Mentally Disturbed,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,12:10,2016-04-02T12:10:00,CAN,400 Block Of Duboce Av,San Francisco,CA,1,Premise Address,
160942656,Muni Inspection,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,17:09,2016-04-03T17:09:00,Not recorded,Geary Bl/laguna St,San Francisco,CA,1,Intersection,
160923361,Reckless,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,20:16,2016-04-01T20:16:00,ND,19th Av/lincoln Wy,San Francisco,CA,1,Intersection,
160941152,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,09:48,2016-04-03T09:48:00,HAN,100 Blk Maiden Ln,San Francisco,CA,1,Geo-Override,
"160922176,Passing Call,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,15:11,2016-04-01T15:11:00,Not recorded,0 Block Of The Embarcadero Sou,San Francisco,CA,1,Common Location,""Ferry Bldg, Sf"""
160941613,22500e,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,11:52,2016-04-03T11:52:00,NOM,4300 Block Of 3rd St,San Francisco,CA,1,Premise Address,
160930694,915,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,07:17,2016-04-02T07:17:00,CAN,100 Block Of Ora Wy,San Francisco,CA,1,Premise Address,
160921176,Suspicious Person,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,10:23,2016-04-01T10:23:00,CIT,600 Block Of Minna St,San Francisco,CA,1,Premise Address,
160920276,Petty Theft,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,02:58,2016-04-01T02:58:00,HAN,Powell St/geary St,San Francisco,CA,1,Intersection,
160931512,Wanted Vehicle / Sub,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,12:02,2016-04-02T12:02:00,HAN,Stanyan St/hayes St,San Francisco,CA,1,Intersection,
160921708,601 Ug,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,13:05,2016-04-01T13:05:00,GOA,900 Block Of Sutter St,San Francisco,CA,1,Premise Address,
160941048,Trespasser,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,09:10,2016-04-03T09:10:00,HAN,400 Block Of Ellis St,San Francisco,CA,1,Premise Address,
160920127,Suspicious Person,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,01:15,2016-04-01T01:15:00,ADV,Leavenworth St/golden Gate Av,San Francisco,CA,1,Intersection,
160941611,Well Being Check,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,11:51,2016-04-03T11:51:00,ND,300 Block Of 30th Av,San Francisco,CA,1,Premise Address,
160943139,Traffic Stop,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,19:40,2016-04-03T19:40:00,HAN,2nd St/folsom St,San Francisco,CA,1,Intersection,
160930289,Traffic Stop,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,02:01,2016-04-02T02:01:00,HAN,Capp St/19th St,San Francisco,CA,1,Intersection,
160921793,Muni Inspection,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,13:29,2016-04-01T13:29:00,HAN,Muni Light Rail Platform King St & 2nd S,,CA,1,Geo-Override,
160930484,Auto Boost / Strip,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,03:44,2016-04-02T03:44:00,GOA,300 Block Of 6th St,San Francisco,CA,1,Premise Address,
160940364,Noise Nuisance,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,02:04,2016-04-03T02:04:00,UTL,1400 Block Of Irving St,San Francisco,CA,1,Premise Address,
160921464,601 Ug,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,11:55,2016-04-01T11:55:00,HAN,200 Block Of Eddy St,San Francisco,CA,1,Premise Address,
160943211,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,20:06,2016-04-03T20:06:00,HAN,800 Block Of Moscow St,San Francisco,CA,1,Common Location,Crocker Amazon Plgd
160933302,Traffic Stop,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,20:17,2016-04-02T20:17:00,ADV,Franklin St/turk St,San Francisco,CA,1,Intersection,
160942072,22500e,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,14:19,2016-04-03T14:19:00,HAN,300 Block Of 18th Av,San Francisco,CA,1,Premise Address,
"160930833,""7,2,45"",2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,08:26,2016-04-02T08:26:00,CAN,900 Block Of Guerrero St,San Francisco,CA,1,Premise Address,"
160930321,917,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,02:14,2016-04-02T02:14:00,GOA,Leavenworth St/beach St,San Francisco,CA,1,Intersection,
160920031,Att,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,00:10,2016-04-01T00:10:00,GOA,1000 Block Of Baker St,San Francisco,CA,1,Premise Address,
160930505,Noise Nuisance,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,04:21,2016-04-02T04:21:00,GOA,Danton St/cayuga Av,San Francisco,CA,1,Intersection,
"160920947,Traffic Stop,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,09:18,2016-04-01T09:18:00,CIT,1200 Block Of Noe St,San Francisco,CA,1,Common Location,""James Lick Ms, Sf"""
160930768,Homeless Complaint,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,08:04,2016-04-02T08:04:00,Not recorded,Pacific St/kearny St,,CA,1,Geo-Override,
160920710,Meet W/citizen,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,08:00,2016-04-01T08:00:00,HAN,Natoma St/9th St,San Francisco,CA,1,Intersection,
160933090,Audible Alarm,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,19:22,2016-04-02T19:22:00,PAS,400 Block Of Arguello Bl,San Francisco,CA,1,Premise Address,
160920056,Traffic Stop,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,00:26,2016-04-01T00:26:00,CIT,Junipero Serra Bl/holloway Av,San Francisco,CA,1,Intersection,
160940642,Auto Boost / Strip,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,05:06,2016-04-03T05:06:00,GOA,400 Block Of Haight St,San Francisco,CA,1,Premise Address,
160941318,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,10:38,2016-04-03T10:38:00,ND,800 Block Of Kearny St,San Francisco,CA,1,Premise Address,
160931856,Recover Missing Veh,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,13:38,2016-04-02T13:38:00,REP,1000 Block Of Great Hy,San Francisco,CA,1,Premise Address,
160920586,Dw,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,07:18,2016-04-01T07:18:00,GOA,600 Block Of Eddy St,San Francisco,CA,1,Premise Address,
160942063,Assault / Battery,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,14:15,2016-04-03T14:15:00,REP,200 Block Of Rey St,San Francisco,CA,1,Premise Address,
160941638,Traffic Stop,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,12:06,2016-04-03T12:06:00,CIT,Mission St/5th St,San Francisco,CA,1,Intersection,
160940080,Burglary,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,00:21,2016-04-03T00:21:00,CAN,100 Block Of Perry St,San Francisco,CA,1,Premise Address,
160942675,500f,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,17:13,2016-04-03T17:13:00,ADV,200 Block Of Precita Av,San Francisco,CA,1,Premise Address,
160932630,Homeless Complaint,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,17:13,2016-04-02T17:13:00,HAN,200 Block Of Eddy St,San Francisco,CA,1,Premise Address,
160930849,Suspicious Person,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,08:34,2016-04-02T08:34:00,UTL,100 Block Of Kelloch Av,San Francisco,CA,1,Premise Address,
160920544,Burglary,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,07:01,2016-04-01T07:01:00,GOA,700 Block Of Bay St,San Francisco,CA,1,Premise Address,
160941993,917,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,13:50,2016-04-03T13:50:00,UTL,Anza St/arguello Bl,San Francisco,CA,1,Intersection,
160943699,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,23:09,2016-04-03T23:09:00,HAN,100 Block Of Christmas Tree Point Rd,San Francisco,CA,1,Common Location,Twin Peaks Viewpoint
160920470,Well Being Check,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,05:53,2016-04-01T05:53:00,HAN,1000 Block Of Golden Gate Av,San Francisco,CA,1,Premise Address,
160942351,22500f,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,15:37,2016-04-03T15:37:00,ADV,200 Block Of Lily St,San Francisco,CA,1,Premise Address,
160923942,Passing Call,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,23:19,2016-04-01T23:19:00,HAN,Block Of Haight St,San Francisco,CA,1,Premise Address,
160940816,Suspicious Person,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,07:26,2016-04-03T07:26:00,REP,Fern St/polk St,San Francisco,CA,1,Intersection,
160931437,Assault / Battery,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,11:42,2016-04-02T11:42:00,ARR,2700 Block Of Mission St,San Francisco,CA,1,Premise Address,
160943278,Muni Inspection,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,20:35,2016-04-03T20:35:00,HAN,Beach St/hyde St,San Francisco,CA,1,Intersection,
"160932683,Muni Inspection,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,17:26,2016-04-02T17:26:00,HAN,0 Block Of The Embarcadero Sou,San Francisco,CA,1,Common Location,""Ferry Bldg, Sf"""
"160932797,Passing Call,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,17:57,2016-04-02T17:57:00,HAN,900 Block Of Market St,San Francisco,CA,1,Common Location,""Powell St Muni, Sf"""
160930413,Suicide Attempt,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,03:01,2016-04-02T03:01:00,REP,Fulton St/funston Av,San Francisco,CA,1,Intersection,
"160920584,Ug,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,07:18,2016-04-01T07:18:00,GOA,0 Block Of United Nations Pz,San Francisco,CA,1,Common Location,""Carls Jr Un Pz, Sf"""
160940920,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,08:16,2016-04-03T08:16:00,HAN,Delancey St/bryant St,San Francisco,CA,1,Intersection,
160924021,Suspicious Person,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,23:45,2016-04-01T23:45:00,ADV,18th St/shotwell St,San Francisco,CA,1,Intersection,
160922250,Traffic Stop,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,15:33,2016-04-01T15:33:00,CIT,Market St/van Ness Av,San Francisco,CA,1,Intersection,
160931060,Suspicious Person,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,09:44,2016-04-02T09:44:00,GOA,Frederick St/ashbury St,San Francisco,CA,1,Intersection,
160933614,22500e,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,21:59,2016-04-02T21:59:00,CAN,1600 Block Of Oakdale Av,San Francisco,CA,1,Premise Address,
160940678,Assault / Battery Dv,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,05:39,2016-04-03T05:39:00,NOM,200 Block Of Blythdale Av,San Francisco,CA,1,Premise Address,
160943140,Poss,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,19:40,2016-04-03T19:40:00,ADV,500 Block Of Valencia St,San Francisco,CA,1,Premise Address,
160923990,Well Being Check,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,23:32,2016-04-01T23:32:00,HAN,0 Block Of Bush St,San Francisco,CA,1,Premise Address,
"160943229,Auto Boost / Strip,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,20:13,2016-04-03T20:13:00,INC,3600 Block Of Lyon St,San Francisco,CA,1,Common Location,""Palace Of Fine Arts, Sf"""
160943630,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,22:45,2016-04-03T22:45:00,HAN,400 Block Of Duboce Av,San Francisco,CA,1,Premise Address,
160940648,Dw,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,05:07,2016-04-03T05:07:00,HAN,1400 Block Of 48th Av,San Francisco,CA,1,Premise Address,
160941547,Suspicious Person,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,11:36,2016-04-03T11:36:00,HAN,100 Block Of Leavenworth St,San Francisco,CA,1,Premise Address,
160941719,H&r Veh Accident,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,12:32,2016-04-03T12:32:00,REP,San Jose Av/randall St,San Francisco,CA,1,Intersection,
160940098,Traffic Stop,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,00:29,2016-04-03T00:29:00,ADV,La Salle Av/osceola Ln,San Francisco,CA,1,Intersection,
160941521,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,11:29,2016-04-03T11:29:00,HAN,Stockton Street Corridor,,CA,1,Geo-Override,
160941637,Traf Violation Cite,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,12:05,2016-04-03T12:05:00,CIT,800 Block Of Shotwell St,San Francisco,CA,1,Premise Address,
160941252,Fraud,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,10:19,2016-04-03T10:19:00,REP,800 Block Of Golden Gate Av,San Francisco,CA,1,Premise Address,
160923681,Fight No Weapon,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,22:02,2016-04-01T22:02:00,GOA,0 Block Of Whitfield Ct,San Francisco,CA,1,Premise Address,
160940298,Noise Nuisance,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,01:37,2016-04-03T01:37:00,Not recorded,Waller St/shrader St,San Francisco,CA,1,Intersection,
"160932302,Follow Up,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,15:47,2016-04-02T15:47:00,UTL,0 Block Of Clay St,San Francisco,CA,1,Common Location,""Justin Herman Pz, Sf"""
"160921112,""7,2,46"",2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,10:03,2016-04-01T10:03:00,HAN,3700 Block Of Folsom St,San Francisco,CA,1,Premise Address,"
"160930847,Burglary,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,08:34,2016-04-02T08:34:00,REP,300 Block Of 2nd St,San Francisco,CA,1,Common Location,""24 Hour Fitness - 2nd St, Sf"""
160940312,Jjo,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,01:39,2016-04-03T01:39:00,UTL,Laguna St/market St,San Francisco,CA,1,Intersection,
160913619,Meet W/citizen,2016-03-31T00:00:00,2016-03-31T00:00:00,2016-03-31T00:00:00,21:46,2016-03-31T21:46:00,ND,Vallejo St/columbus Av,San Francisco,CA,1,Intersection,
"160941648,Well Being Check,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,12:06,2016-04-03T12:06:00,HAN,1700 Block Of Market St #504,San Francisco,CA,1,Common Location,""Allen Hotel Sro #504, Sf"""
160913988,Audible Alarm,2016-03-31T00:00:00,2016-03-31T00:00:00,2016-03-31T00:00:00,23:48,2016-03-31T23:48:00,PAS,300 Block Of 3rd St,San Francisco,CA,1,Premise Address,
160940669,Passing Call,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,05:27,2016-04-03T05:27:00,HAN,1600 Block Of John F Kennedy Dr,San Francisco,CA,1,Common Location,Anglers Lodge Gg Park
160933007,Suspicious Person,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,18:59,2016-04-02T18:59:00,ADV,1800 Block Of 25th St,San Francisco,CA,1,Premise Address,
160930503,Audible Alarm,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,04:21,2016-04-02T04:21:00,NCR,1500 Block Of Broadway,San Francisco,CA,1,Premise Address,
160932769,Muni Inspection,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,17:50,2016-04-02T17:50:00,HAN,Geary Bl/fillmore St,San Francisco,CA,1,Intersection,
160932593,909,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,17:07,2016-04-02T17:07:00,UTL,Howard St/6th St,San Francisco,CA,1,Intersection,
160942397,Suspicious Person,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,15:52,2016-04-03T15:52:00,ADV,800 Block Of Mission St,San Francisco,CA,1,Premise Address,
160942604,Injury Veh Accident,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,16:55,2016-04-03T16:55:00,HAN,Revere Av/griffith St,San Francisco,CA,1,Intersection,
160920155,Suspicious Person,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,01:38,2016-04-01T01:38:00,HAN,1400 Block Of Market St,San Francisco,CA,1,Premise Address,
160922313,7.2.25,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,15:42,2016-04-01T15:42:00,NOM,Mission St/20th St,San Francisco,CA,1,Intersection,
160921072,22500e,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,09:52,2016-04-01T09:52:00,GOA,1100 Block Of Plymouth Av,San Francisco,CA,1,Premise Address,
160940986,Suspicious Person,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,08:45,2016-04-03T08:45:00,GOA,100 Block Of Mcallister St,San Francisco,CA,1,Premise Address,
160933293,Passing Call,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,20:14,2016-04-02T20:14:00,HAN,Holly Courts,,CA,1,Geo-Override,
160921533,Petty Theft,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,12:13,2016-04-01T12:13:00,REP,Market St/4th St,San Francisco,CA,1,Intersection,
160933405,Passing Call,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,20:59,2016-04-02T20:59:00,HAN,Holloway And Varela,,CA,1,Geo-Override,
160932517,22500e,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,16:50,2016-04-02T16:50:00,HAN,3500 Block Of 18th St,San Francisco,CA,1,Premise Address,
160941346,Audible Alarm,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,10:44,2016-04-03T10:44:00,NCR,2400 Block Of Mendell St,San Francisco,CA,1,Premise Address,
160921900,Passing Call,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,13:58,2016-04-01T13:58:00,Not recorded,1700 Block Of Quesada Av,San Francisco,CA,1,Premise Address,
160932841,Muni Inspection,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,18:11,2016-04-02T18:11:00,HAN,Embarcadero & Brannan Muni Platform,,CA,1,Geo-Override,
160940569,Meet W/officer,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,04:00,2016-04-03T04:00:00,HAN,18th St/valencia St,San Francisco,CA,1,Intersection,
160932433,22500e,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,16:25,2016-04-02T16:25:00,HAN,4600 Block Of Irving St,San Francisco,CA,1,Premise Address,
160930788,Suspicious Person,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,08:13,2016-04-02T08:13:00,HAN,1800 Block Of Sacramento St,San Francisco,CA,1,Premise Address,
160913758,Stolen Vehicle,2016-03-31T00:00:00,2016-03-31T00:00:00,2016-03-31T00:00:00,22:26,2016-03-31T22:26:00,UTL,200 Block Of Naples St,San Francisco,CA,1,Premise Address,
160920198,417,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,02:03,2016-04-01T02:03:00,GOA,1300 Block Of Folsom St,San Francisco,CA,1,Premise Address,
160943445,Fight No Weapon,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,21:35,2016-04-03T21:35:00,NOM,0 Block Of Essex St,San Francisco,CA,1,Premise Address,
160933561,Drummer,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,21:45,2016-04-02T21:45:00,GOA,800 Block Of Montgomery St,San Francisco,CA,1,Premise Address,
160921374,Suspicious Person,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,11:23,2016-04-01T11:23:00,ND,600 Block Of Morse St,San Francisco,CA,1,Premise Address,
160933923,22500e,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,23:24,2016-04-02T23:24:00,CIT,300 Block Of Bright St,San Francisco,CA,1,Premise Address,
160921740,Passing Call,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,13:16,2016-04-01T13:16:00,HAN,0 Block Of Clipper Cove Wy,Treasure Isla,CA,1,Common Location,Clipper Cove
160932975,Suspicious Person,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,18:48,2016-04-02T18:48:00,ADM,400 Block Of Jefferson St,San Francisco,CA,1,Premise Address,
160922547,Suspicious Person,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,16:45,2016-04-01T16:45:00,ADV,Ellis St/jones St,San Francisco,CA,1,Intersection,
160923522,Burglary,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,21:19,2016-04-01T21:19:00,REP,300 Block Of Brentwood Av,San Francisco,CA,1,Premise Address,
160922670,Passing Call,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,17:16,2016-04-01T17:16:00,HAN,Mission St/main St,San Francisco,CA,1,Intersection,
"160930715,Suspicious Person,2016-04-02T00:00:00,2016-04-02T00:00:00,2016-04-02T00:00:00,07:30,2016-04-02T07:30:00,ADV,0 Block Of The Embarcadero Sou,San Francisco,CA,1,Common Location,""Ferry Bldg, Sf"""
160921886,Passing Call,2016-04-01T00:00:00,2016-04-01T00:00:00,2016-04-01T00:00:00,13:54,2016-04-01T13:54:00,HAN,200 Blk Clara St,San Francisco,CA,1,Geo-Override,
160942898,22500e,2016-04-03T00:00:00,2016-04-03T00:00:00,2016-04-03T00:00:00,18:15,2016-04-03T18:15:00,CAN,200 Block Of 5th Av,San Francisco,CA,1,Premise Address,
